video_id,user_id,followers,duration,views,likes,comments,shares,hashtag,upload_time,engagement,like_rate,comment_rate,share_rate,upload_date,upload_weekday,cluster,is_viral
vid_163,user_112,291626,5,5447,899,35,7,challenge,2025-10-24,0.1727556453093446,0.16504497888746097,0.006425555351569671,0.0012851110703139342,2025-10-24,Friday,1,0
vid_164,user_100,179739,3,4159,182,30,36,pets,2025-10-25,0.05962971868237557,0.04376051935561433,0.0072132724212551095,0.008655926905506131,2025-10-25,Saturday,1,0
vid_165,user_112,334567,32,3619,537,50,15,food,2025-03-02,0.16634429400386846,0.14838353136225477,0.013815971262779773,0.004144791378833932,2025-03-02,Sunday,1,0
vid_166,user_80,165339,16,2689,264,20,14,fitness,2025-03-03,0.11082186686500557,0.09817776124953514,0.007437709185570844,0.005206396429899591,2025-03-03,Monday,1,0
vid_167,user_186,283078,6,6974,509,35,64,challenge,2025-08-14,0.08718095784341841,0.0729853742472039,0.005018640665328362,0.009176942930886148,2025-08-14,Thursday,1,0
vid_168,user_112,267648,20,6529,189,52,63,fashion,2025-09-12,0.046561494869045796,0.02894777148108439,0.007964466227599939,0.009649257160361465,2025-09-12,Friday,1,0
vid_169,user_1,75010,25,330,35,2,0,beauty,2025-09-10,0.11212121212121212,0.10606060606060606,0.006060606060606061,0.0,2025-09-10,Wednesday,0,0
vid_170,user_129,102471,14,667,56,1,1,beauty,2025-10-04,0.08695652173913043,0.08395802098950525,0.0014992503748125937,0.0014992503748125937,2025-10-04,Saturday,0,0
vid_171,user_219,238295,17,2388,155,40,3,pets,2025-06-08,0.0829145728643216,0.06490787269681741,0.01675041876046901,0.001256281407035176,2025-06-08,Sunday,1,0
vid_172,user_53,43668,7,733,106,12,4,motivation,2025-08-27,0.1664392905866303,0.1446111869031378,0.01637107776261937,0.005457025920873124,2025-08-27,Wednesday,0,0
vid_173,user_223,477214,12,7040,1115,36,4,challenge,2025-02-12,0.1640625,0.15838068181818182,0.005113636363636364,0.0005681818181818182,2025-02-12,Wednesday,1,0
vid_174,user_224,455937,11,7039,450,15,31,art,2025-12-29,0.0704645546242364,0.06392953544537576,0.002130984514845859,0.004404034664014775,2025-12-29,Monday,1,0
vid_175,user_125,47161,28,1109,32,16,1,motivation,2025-11-10,0.04418394950405771,0.028854824165915238,0.014427412082957619,0.0009017132551848512,2025-11-10,Monday,0,0
vid_176,user_129,432879,27,4895,845,24,21,motivation,2025-06-01,0.18181818181818182,0.17262512768130744,0.004902962206332993,0.004290091930541369,2025-06-01,Sunday,1,0
vid_177,user_52,216800,27,2183,47,18,1,beauty,2025-10-28,0.030233623453962438,0.02153000458085204,0.008245533669262483,0.0004580852038479157,2025-10-28,Tuesday,0,0
vid_178,user_171,120642,3,1885,355,4,15,lifehack,2025-03-21,0.1984084880636605,0.1883289124668435,0.002122015915119363,0.007957559681697613,2025-03-21,Friday,0,0
vid_179,user_217,234050,21,2722,361,14,6,fashion,2025-05-17,0.1399706098457017,0.13262307127112416,0.005143277002204262,0.002204261572373255,2025-05-17,Saturday,1,0
vid_180,user_159,256039,21,2280,177,36,8,challenge,2025-08-01,0.0969298245614035,0.07763157894736843,0.015789473684210527,0.0035087719298245615,2025-08-01,Friday,1,0
vid_181,user_197,322187,17,4304,277,70,37,music,2025-06-14,0.08921933085501858,0.06435873605947956,0.016263940520446097,0.008596654275092937,2025-06-14,Saturday,1,0
vid_182,user_246,128702,21,2368,51,11,17,dance,2025-06-14,0.033361486486486486,0.02153716216216216,0.0046452702702702705,0.0071790540540540545,2025-06-14,Saturday,0,0
vid_183,user_202,402114,28,6330,394,46,16,fashion,2025-07-16,0.07203791469194312,0.062243285939968404,0.0072669826224328595,0.002527646129541864,2025-07-16,Wednesday,1,0
vid_184,user_183,78722,10,462,20,1,0,education,2025-10-29,0.045454545454545456,0.04329004329004329,0.0021645021645021645,0.0,2025-10-29,Wednesday,0,0
vid_185,user_122,250401,10,5483,713,13,40,fitness,2025-09-19,0.1397045413095021,0.1300383002006201,0.0023709648002918113,0.007295276308590188,2025-09-19,Friday,1,0
vid_186,user_254,328319,3,5236,261,103,22,gaming,2025-02-17,0.07372039724980901,0.04984721161191749,0.019671504965622612,0.004201680672268907,2025-02-17,Monday,1,0
vid_187,user_293,217566,7,5050,581,67,39,funny,2025-05-07,0.13603960396039605,0.11504950495049505,0.013267326732673267,0.007722772277227723,2025-05-07,Wednesday,1,0
vid_188,user_279,379703,15,4901,618,55,23,food,2025-05-16,0.14201183431952663,0.1260967149561314,0.011222199551112018,0.004692919812283207,2025-05-16,Friday,1,0
vid_189,user_97,61652,23,1100,81,17,4,travel,2025-02-01,0.09272727272727273,0.07363636363636364,0.015454545454545455,0.0036363636363636364,2025-02-01,Saturday,0,0
vid_190,user_197,203167,4,5604,147,95,26,food,2025-04-11,0.04782298358315489,0.026231263383297645,0.016952177016416846,0.0046395431834403995,2025-04-11,Friday,1,0
vid_191,user_239,237119,3,977,26,15,7,travel,2025-03-18,0.04912998976458546,0.02661207778915046,0.015353121801432957,0.007164790174002047,2025-03-18,Tuesday,0,0
vid_192,user_143,42272,16,802,19,1,7,art,2025-07-14,0.03366583541147132,0.02369077306733167,0.0012468827930174563,0.008728179551122194,2025-07-14,Monday,0,0
vid_193,user_96,311417,3,4054,620,18,3,beauty,2025-07-20,0.15811544153922052,0.15293537247163297,0.004440059200789344,0.0007400098667982239,2025-07-20,Sunday,1,0
vid_194,user_200,241134,3,2155,166,28,11,beauty,2025-03-09,0.0951276102088167,0.07703016241299304,0.012993039443155453,0.005104408352668214,2025-03-09,Sunday,1,0
vid_195,user_123,242368,3,1112,181,9,0,music,2025-01-28,0.17086330935251798,0.16276978417266186,0.008093525179856115,0.0,2025-01-28,Tuesday,0,0
vid_196,user_186,65383,3,1031,100,20,5,music,2025-02-26,0.12124151309408342,0.09699321047526673,0.019398642095053348,0.004849660523763337,2025-02-26,Wednesday,0,0
vid_197,user_258,183854,3,686,69,9,6,music,2025-07-22,0.12244897959183673,0.10058309037900874,0.013119533527696793,0.008746355685131196,2025-07-22,Tuesday,0,0
vid_198,user_147,384844,7,1726,193,33,6,art,2025-02-24,0.13441483198146004,0.11181923522595597,0.019119351100811123,0.0034762456546929316,2025-02-24,Monday,1,0
vid_199,user_251,49470,8,2185,324,10,20,motivation,2025-03-24,0.16201372997711672,0.1482837528604119,0.004576659038901602,0.009153318077803204,2025-03-24,Monday,0,0
vid_200,user_146,75554,31,912,63,15,5,pets,2025-04-16,0.09100877192982457,0.06907894736842106,0.01644736842105263,0.005482456140350877,2025-04-16,Wednesday,0,0
vid_201,user_147,2512,11,197,8,1,1,fitness,2025-09-08,0.050761421319796954,0.04060913705583756,0.005076142131979695,0.005076142131979695,2025-09-08,Monday,0,0
vid_202,user_198,271654,19,8038,965,159,61,gaming,2025-12-08,0.14742473252052749,0.12005473998507091,0.019781040059716346,0.007588952475740234,2025-12-08,Monday,1,0
vid_203,user_127,99369,3,1414,111,5,2,motivation,2025-11-28,0.08345120226308345,0.0785007072135785,0.003536067892503536,0.0014144271570014145,2025-11-28,Friday,0,0
vid_204,user_38,256724,4,2288,227,24,6,pets,2025-12-26,0.11232517482517483,0.09921328671328672,0.01048951048951049,0.0026223776223776225,2025-12-26,Friday,1,0
vid_205,user_128,140397,18,2650,361,42,11,motivation,2025-05-13,0.15622641509433963,0.1362264150943396,0.015849056603773583,0.004150943396226415,2025-05-13,Tuesday,1,0
vid_206,user_266,487479,3,8607,937,79,18,art,2025-12-23,0.12013477402114559,0.10886487742535146,0.009178575578017892,0.0020913210177762286,2025-12-23,Tuesday,1,1
vid_207,user_150,144391,10,2794,367,27,14,dance,2025-07-11,0.14602720114531137,0.1313528990694345,0.009663564781675018,0.005010737294201861,2025-07-11,Friday,1,0
vid_208,user_297,129643,14,782,92,15,3,travel,2025-02-01,0.14066496163682865,0.11764705882352941,0.01918158567774936,0.0038363171355498722,2025-02-01,Saturday,0,0
vid_209,user_98,122722,14,692,105,6,6,challenge,2025-04-08,0.16907514450867053,0.15173410404624277,0.008670520231213872,0.008670520231213872,2025-04-08,Tuesday,0,0
vid_210,user_262,459208,3,6279,923,78,29,funny,2025-09-25,0.1640388596910336,0.14699792960662525,0.012422360248447204,0.00461856983596114,2025-09-25,Thursday,1,0
vid_211,user_251,335114,6,2493,289,5,19,education,2025-04-17,0.1255515443241075,0.11592458884877657,0.0020056157240272766,0.00762133975130365,2025-04-17,Thursday,1,0
vid_212,user_143,284747,15,5034,715,85,47,funny,2025-03-07,0.16825586015097338,0.14203416765991259,0.01688518077075884,0.009336511720301947,2025-03-07,Friday,1,0
vid_213,user_111,417632,3,1785,316,23,15,lifehack,2025-02-21,0.19831932773109243,0.17703081232492998,0.01288515406162465,0.008403361344537815,2025-02-21,Friday,1,0
vid_214,user_59,44086,18,2385,233,20,5,motivation,2025-07-18,0.10817610062893082,0.09769392033542977,0.008385744234800839,0.0020964360587002098,2025-07-18,Friday,0,0
vid_215,user_1,148491,21,1409,132,1,7,lifehack,2025-10-15,0.099361249112846,0.0936834634492548,0.0007097232079489,0.0049680624556423,2025-10-15,Wednesday,0,0
vid_216,user_253,142917,60,1363,214,16,5,challenge,2025-08-20,0.1724137931034483,0.15700660308143802,0.01173881144534116,0.003668378576669112,2025-08-20,Wednesday,0,0
vid_217,user_139,70071,4,1398,174,1,6,education,2025-06-12,0.12947067238912732,0.12446351931330472,0.000715307582260372,0.004291845493562232,2025-06-12,Thursday,0,0
vid_218,user_36,369399,26,4440,145,4,17,motivation,2025-08-29,0.03738738738738739,0.03265765765765766,0.0009009009009009009,0.0038288288288288288,2025-08-29,Friday,1,0
vid_219,user_159,461420,11,4232,764,53,35,fitness,2025-01-22,0.20132325141776938,0.18052930056710775,0.012523629489603024,0.0082703213610586,2025-01-22,Wednesday,1,0
vid_220,user_8,161265,7,1548,39,7,7,education,2025-08-05,0.034237726098191215,0.025193798449612403,0.004521963824289405,0.004521963824289405,2025-08-05,Tuesday,0,0
vid_221,user_232,422691,3,7684,1188,35,42,art,2025-06-24,0.16462779802186361,0.15460697553357627,0.0045549193128578865,0.005465903175429464,2025-06-24,Tuesday,1,0
vid_222,user_98,350403,20,2884,451,38,28,funny,2025-10-06,0.17926490984743412,0.15638002773925105,0.013176144244105409,0.009708737864077669,2025-10-06,Monday,1,0
vid_223,user_146,337333,4,3858,739,7,4,gaming,2025-06-21,0.19440124416796267,0.1915500259201659,0.0018144116122343183,0.0010368066355624676,2025-06-21,Saturday,1,0
vid_224,user_207,236354,7,1901,56,13,9,motivation,2025-01-09,0.041031036296685953,0.029458179905312992,0.006838506049447659,0.004734350341925302,2025-01-09,Thursday,0,0
vid_225,user_130,5418,3,971,123,3,7,funny,2025-12-28,0.13697219361483007,0.1266735324407827,0.003089598352214212,0.007209062821833162,2025-12-28,Sunday,0,0
vid_226,user_151,135743,24,3029,293,36,5,music,2025-02-28,0.11026741498844503,0.09673159458567183,0.01188511059755695,0.001650709805216243,2025-02-28,Friday,1,0
vid_227,user_53,58879,22,257,20,3,1,motivation,2025-04-27,0.0933852140077821,0.07782101167315175,0.011673151750972763,0.0038910505836575876,2025-04-27,Sunday,0,0
vid_228,user_119,391230,20,4942,179,72,13,beauty,2025-04-11,0.053419668150546336,0.036220153783893164,0.014569000404694455,0.002630513961958721,2025-04-11,Friday,1,0
vid_229,user_160,453560,5,1058,128,6,9,dance,2025-09-02,0.13516068052930058,0.12098298676748583,0.005671077504725898,0.008506616257088847,2025-09-02,Tuesday,0,0
vid_230,user_115,276913,3,5768,612,15,20,lifehack,2025-10-13,0.11217059639389737,0.10610263522884882,0.0026005547850208046,0.0034674063800277394,2025-10-13,Monday,1,0
vid_231,user_74,29277,15,1062,41,2,3,challenge,2025-12-06,0.04331450094161959,0.038606403013182675,0.0018832391713747645,0.002824858757062147,2025-12-06,Saturday,0,0
vid_232,user_112,109480,10,1299,169,11,8,gaming,2025-10-27,0.1447267128560431,0.13010007698229406,0.008468052347959968,0.006158583525789068,2025-10-27,Monday,0,0
vid_233,user_103,400832,3,2945,450,55,6,travel,2025-06-26,0.17351443123938878,0.15280135823429541,0.01867572156196944,0.0020373514431239388,2025-06-26,Thursday,1,0
vid_234,user_253,12356,17,932,147,4,2,lifehack,2025-01-16,0.16416309012875535,0.157725321888412,0.004291845493562232,0.002145922746781116,2025-01-16,Thursday,0,0
vid_235,user_226,53872,71,1069,195,6,4,music,2025-05-01,0.19176800748362957,0.1824134705332086,0.005612722170252572,0.0037418147801683817,2025-05-01,Thursday,0,0
vid_236,user_111,24092,21,1187,111,3,4,art,2025-08-02,0.09941027801179445,0.09351305812973884,0.002527379949452401,0.003369839932603201,2025-08-02,Saturday,0,0
vid_237,user_98,408352,20,4614,883,57,25,beauty,2025-08-18,0.2091460771564803,0.19137407889033375,0.01235370611183355,0.005418292154312961,2025-08-18,Monday,1,0
vid_238,user_152,148509,45,1860,326,25,11,gaming,2025-11-26,0.19462365591397848,0.17526881720430107,0.013440860215053764,0.005913978494623656,2025-11-26,Wednesday,1,0
vid_239,user_193,420308,3,8154,598,107,47,pets,2025-03-25,0.09222467500613196,0.0733382389011528,0.013122393917095904,0.005764042187883248,2025-03-25,Tuesday,1,0
vid_240,user_162,89474,13,1362,66,23,9,travel,2025-06-30,0.07195301027900147,0.048458149779735685,0.016886930983847283,0.006607929515418502,2025-06-30,Monday,0,0
vid_241,user_207,182740,58,4536,446,46,15,education,2025-08-21,0.11177248677248677,0.09832451499118165,0.010141093474426807,0.0033068783068783067,2025-08-21,Thursday,1,0
vid_242,user_168,223172,3,3136,289,11,5,food,2025-11-19,0.09725765306122448,0.09215561224489796,0.00350765306122449,0.0015943877551020409,2025-11-19,Wednesday,1,0
vid_243,user_160,149445,18,2754,340,17,21,dance,2025-02-11,0.13725490196078433,0.12345679012345678,0.006172839506172839,0.007625272331154684,2025-02-11,Tuesday,1,0
vid_244,user_67,18069,13,310,38,4,2,beauty,2025-03-14,0.14193548387096774,0.12258064516129032,0.012903225806451613,0.0064516129032258064,2025-03-14,Friday,0,0
vid_245,user_288,337620,13,3133,485,39,9,gaming,2025-09-12,0.17012448132780084,0.15480370252154485,0.012448132780082987,0.0028726460261729973,2025-09-12,Friday,1,0
vid_246,user_276,40913,18,594,66,6,2,fitness,2025-12-14,0.12457912457912458,0.1111111111111111,0.010101010101010102,0.003367003367003367,2025-12-14,Sunday,0,0
vid_247,user_134,111073,40,2740,106,38,14,dance,2025-12-19,0.05766423357664233,0.03868613138686131,0.013868613138686132,0.0051094890510948905,2025-12-19,Friday,1,0
vid_248,user_194,141405,23,1097,191,14,6,gaming,2025-07-07,0.19234275296262535,0.1741112123974476,0.01276207839562443,0.0054694621695533276,2025-07-07,Monday,0,0
vid_249,user_127,411545,3,2976,225,52,20,fashion,2025-10-17,0.09979838709677419,0.07560483870967742,0.01747311827956989,0.006720430107526882,2025-10-17,Friday,1,0
vid_250,user_32,309193,29,6139,1196,74,5,food,2025-08-28,0.20768854862355432,0.1948200032578596,0.01205408046913178,0.0008144648965629581,2025-08-28,Thursday,1,0
vid_251,user_175,62830,4,822,33,12,6,motivation,2025-11-14,0.06204379562043796,0.040145985401459854,0.014598540145985401,0.0072992700729927005,2025-11-14,Friday,0,0
vid_252,user_21,285102,7,3300,635,18,3,fashion,2025-04-06,0.1987878787878788,0.19242424242424241,0.005454545454545455,0.0009090909090909091,2025-04-06,Sunday,1,0
vid_253,user_237,192706,9,1816,66,25,8,gaming,2025-03-17,0.054515418502202644,0.03634361233480176,0.013766519823788546,0.004405286343612335,2025-03-17,Monday,0,0
vid_254,user_157,388472,10,3303,203,59,27,art,2025-01-02,0.08749621556161066,0.06145927944293067,0.01786254919769906,0.008174386920980926,2025-01-02,Thursday,1,0
vid_255,user_37,375196,9,2735,77,22,13,gaming,2025-06-27,0.040950639853747715,0.028153564899451554,0.008043875685557587,0.004753199268738574,2025-06-27,Friday,1,0
vid_256,user_229,443491,42,9605,1411,151,18,beauty,2025-04-22,0.16449765747006767,0.14690265486725665,0.015720978656949505,0.0018740239458615304,2025-04-22,Tuesday,1,1
vid_257,user_50,169074,18,2735,473,40,26,challenge,2025-07-23,0.19707495429616087,0.1729433272394881,0.014625228519195612,0.009506398537477149,2025-07-23,Wednesday,1,0
vid_258,user_263,100756,15,3317,325,7,29,art,2025-08-26,0.10883328308712692,0.09798010250226108,0.0021103406692794696,0.008742839915586373,2025-08-26,Tuesday,1,0
vid_259,user_282,168785,3,3609,675,43,28,gaming,2025-01-26,0.20670545857578276,0.18703241895261846,0.011914657799944583,0.0077583818232197285,2025-01-26,Sunday,1,0
vid_260,user_26,122069,35,1682,212,5,7,art,2025-12-07,0.13317479191438764,0.12604042806183116,0.002972651605231867,0.004161712247324614,2025-12-07,Sunday,0,0
vid_261,user_225,371902,36,1314,175,25,2,lifehack,2025-04-18,0.1537290715372907,0.13318112633181126,0.01902587519025875,0.0015220700152207,2025-04-18,Friday,0,0
vid_262,user_276,192503,23,3354,577,55,31,beauty,2025-06-14,0.19767441860465115,0.17203339296362552,0.016398330351818723,0.009242695289206918,2025-06-14,Saturday,1,0
vid_263,user_285,179051,3,3672,269,11,20,fashion,2025-02-24,0.08169934640522876,0.07325708061002179,0.0029956427015250544,0.0054466230936819175,2025-02-24,Monday,1,0
vid_264,user_96,271537,3,3223,269,10,27,art,2025-12-22,0.09494260006205399,0.08346261247285137,0.003102699348433137,0.008377288240769469,2025-12-22,Monday,1,0
vid_265,user_283,338367,4,3984,729,48,14,fashion,2025-10-01,0.1985441767068273,0.18298192771084337,0.012048192771084338,0.0035140562248995983,2025-10-01,Wednesday,1,0
vid_266,user_146,100310,3,996,181,7,3,fitness,2025-10-07,0.19176706827309237,0.1817269076305221,0.007028112449799197,0.0030120481927710845,2025-10-07,Tuesday,0,0
vid_267,user_3,170913,8,929,181,1,9,fashion,2025-01-30,0.20559741657696448,0.19483315392895587,0.001076426264800861,0.00968783638320775,2025-01-30,Thursday,0,0
vid_268,user_34,160256,38,2094,381,23,11,fitness,2025-01-17,0.1981852913085005,0.1819484240687679,0.010983763132760267,0.0052531041069723014,2025-01-17,Friday,1,0
vid_269,user_191,178223,10,929,39,7,1,motivation,2025-10-25,0.05059203444564048,0.04198062432723358,0.007534983853606028,0.001076426264800861,2025-10-25,Saturday,0,0
vid_270,user_48,69493,3,3014,507,8,7,music,2025-03-22,0.17319177173191772,0.16821499668214995,0.0026542800265428003,0.00232249502322495,2025-03-22,Saturday,0,0
vid_271,user_16,230233,5,1167,109,18,5,pets,2025-12-30,0.11311053984575835,0.0934018851756641,0.015424164524421594,0.004284490145672665,2025-12-30,Tuesday,0,0
vid_272,user_171,319724,3,1388,275,25,1,food,2025-01-27,0.21685878962536023,0.19812680115273776,0.018011527377521614,0.0007204610951008645,2025-01-27,Monday,0,0
vid_273,user_219,440065,3,2767,290,42,13,motivation,2025-07-02,0.12468377303939285,0.10480664980122877,0.015178894109143477,0.0046982291290206,2025-07-02,Wednesday,1,0
vid_274,user_157,135949,5,2952,353,49,13,fashion,2025-01-04,0.14058265582655827,0.11957994579945799,0.01659891598915989,0.004403794037940379,2025-01-04,Saturday,1,0
vid_275,user_45,96193,5,1863,214,9,14,funny,2025-06-12,0.12721417069243157,0.11486849168008588,0.004830917874396135,0.007514761137949544,2025-06-12,Thursday,0,0
vid_276,user_5,193775,23,2208,172,13,8,gaming,2025-11-28,0.08740942028985507,0.07789855072463768,0.00588768115942029,0.0036231884057971015,2025-11-28,Friday,0,0
vid_277,user_98,144821,55,3356,112,16,33,food,2025-03-13,0.04797377830750894,0.033373063170441,0.004767580452920143,0.009833134684147794,2025-03-13,Thursday,1,0
